Country,Year,Status,Alcohol,percentageexpenditure,HepatitisB,Measles,BMI,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources
Kuwait,2000,Developing,0.01,959.925862,95,6,64,94,2.51,98,0.1,3.2,3.1,0.786
Kyrgyzstan,2015,Developing,,0,97,17779,44.9,97,,97,0.1,3.3,3.4,0.662
Kyrgyzstan,2014,Developing,0.01,0,96,318,43.9,95,6.48,96,0.1,3.3,3.4,0.656
Kyrgyzstan,2013,Developing,0.01,0,97,1,43,97,6.68,97,0.1,3.3,3.3,0.647
Kyrgyzstan,2012,Developing,0.01,0,96,0,42.2,94,6.97,96,0.1,3.2,3.3,0.638
Kyrgyzstan,2011,Developing,3.28,0,96,222,41.4,94,6.18,96,0.2,3.2,3.3,0.632
Kyrgyzstan,2010,Developing,2.73,0,96,0,4.7,88,6.66,96,0.1,3.2,3.3,0.631
Kyrgyzstan,2009,Developing,2.39,0,96,1,4.1,96,6.79,95,0.1,3.3,3.4,0.629
Kyrgyzstan,2008,Developing,2.53,0,97,16,39.5,95,6.7,95,0.2,3.3,3.4,0.624
Kyrgyzstan,2007,Developing,2.77,0,94,40,39,94,6.87,94,0.1,3.3,3.4,0.618
Kyrgyzstan,2006,Developing,2.48,0,9,27,38.5,93,6.73,92,0.1,3.3,3.4,0.613
Kyrgyzstan,2005,Developing,2.81,0,97,53,38,98,5.82,98,0.1,3.4,3.4,0.612
Kyrgyzstan,2004,Developing,3.41,0,99,8,37.5,98,5.57,99,0.1,3.4,3.4,0.609
Kyrgyzstan,2003,Developing,3.52,0,99,6,37,98,5.43,98,0.1,3.5,3.5,0.602
Kyrgyzstan,2002,Developing,3.31,0,99,2,36.5,99,5.43,98,0.1,3.5,3.5,0.601
Kyrgyzstan,2001,Developing,2.62,0,57,17,36,99,4.79,99,0.1,3.6,3.6,0.593
Kyrgyzstan,2000,Developing,2.13,0,44,16,35.6,99,4.68,99,0.1,3.6,3.6,0.586
LaoPeople'sDemocraticRepublic,2015,Developing,,0,89,56,21.7,89,,89,0.2,8.8,8.9,0.582
LaoPeople'sDemocraticRepublic,2014,Developing,0.01,0,88,339,2.9,88,1.87,88,0.2,8.9,9,0.573
LaoPeople'sDemocraticRepublic,2013,Developing,0.01,0,87,71,2.1,86,2,87,0.3,9,9.1,0.563
LaoPeople'sDemocraticRepublic,2012,Developing,0.01,0,79,32,19.4,78,2.12,79,0.3,9.1,9.2,0.554
LaoPeople'sDemocraticRepublic,2011,Developing,5.39,0,78,113,18.7,79,2.2,78,0.3,9.2,9.4,0.542
LaoPeople'sDemocraticRepublic,2010,Developing,5.95,0,74,153,18,76,2.75,74,0.3,9.3,9.5,0.535
LaoPeople'sDemocraticRepublic,2009,Developing,5.18,0,67,78,17.3,67,3.77,67,0.2,9.4,9.6,0.525
LaoPeople'sDemocraticRepublic,2008,Developing,5.1,0,61,174,16.7,6,2.77,61,0.2,9.6,9.7,0.518
LaoPeople'sDemocraticRepublic,2007,Developing,5,0,5,1678,16.1,46,4.14,5,0.2,9.7,9.8,0.509
LaoPeople'sDemocraticRepublic,2006,Developing,3.69,0,57,58,15.5,56,4.14,57,0.2,9.9,9.9,0.503
LaoPeople'sDemocraticRepublic,2005,Developing,3.68,0,49,295,14.9,5,4.32,49,0.2,1,1.1,0.494
LaoPeople'sDemocraticRepublic,2004,Developing,3.53,0,45,1491,14.4,46,4.54,45,0.2,1.1,1.2,0.485
LaoPeople'sDemocraticRepublic,2003,Developing,3.41,0,5,1810,13.8,52,4.91,49,0.1,1.2,1.3,0.477
LaoPeople'sDemocraticRepublic,2002,Developing,3.33,0,,2070,13.3,55,4.4,53,0.1,1.3,1.4,0.468
LaoPeople'sDemocraticRepublic,2001,Developing,3.13,0,,94,12.7,55,4.32,52,0.1,1.4,1.5,0.463
LaoPeople'sDemocraticRepublic,2000,Developing,5.16,0,,332,12.3,57,3.41,51,0.1,1.5,1.5,0.459
Latvia,2015,Developed,,0,94,0,61.2,95,,95,0.1,2.2,2.1,0.828
Latvia,2014,Developed,0.01,1542.635979,92,36,6.7,92,5.88,92,0.1,2.2,2.2,0.822
Latvia,2013,Developed,10.37,150.3116884,94,0,6.2,94,5.67,94,0.1,2.2,2.2,0.814
Latvia,2012,Developed,10.21,1356.022164,9,3,59.8,91,5.91,91,0.1,2.2,2.2,0.812
Latvia,2011,Developed,10.14,24.70841046,89,1,59.4,92,6.1,92,0.1,2.2,2.3,0.81
Latvia,2010,Developed,9.8,1109.969508,91,0,58.9,92,6.55,92,0.1,2.2,2.3,0.815
Latvia,2009,Developed,9.85,1137.6237,92,0,58.5,94,6.84,94,0.1,2.3,2.3,0.821
Latvia,2008,Developed,11.84,253.4022338,93,3,58.1,94,6.63,94,0.1,2.3,2.4,0.819
Latvia,2007,Developed,12.12,170.9884138,91,0,57.7,94,7.1,94,0.1,2.4,2.4,0.814
Latvia,2006,Developed,10.4,1099.248837,94,7,57.4,96,6.8,96,0.1,2.4,2.5,0.807
Latvia,2005,Developed,9.92,86.9255399,99,2,57,99,6.37,99,0.1,2.5,2.5,0.791
Latvia,2004,Developed,8.81,80.0328375,98,0,56.6,99,6.51,99,0.1,2.5,2.6,0.776
Latvia,2003,Developed,8.24,478.0644911,98,0,56.3,98,6.15,98,0.1,2.6,2.6,0.761
Latvia,2002,Developed,7.44,376.4570185,98,0,56,98,6.29,97,0.1,2.7,2.7,0.746
Latvia,2001,Developed,6.68,332.2751709,96,1,55.7,97,6.17,97,0.1,2.8,2.8,0.728
Latvia,2000,Developed,7.13,291.0170765,95,0,55.4,96,6,96,0.1,2.8,2.8,0.716
Lebanon,2015,Developing,,0,81,39,66.1,75,,81,0.1,4.9,4.9,0.763
Lebanon,2014,Developing,1.32,140.3771361,81,112,65.4,75,6.39,81,0.1,4.8,4.9,0.763
Lebanon,2013,Developing,1.29,14.55610463,81,1761,64.9,75,6.63,81,0.1,4.8,4.8,0.766
Lebanon,2012,Developing,1.53,151.1526829,81,9,64.4,75,6.99,81,0.1,4.8,4.8,0.763
Lebanon,2011,Developing,1.57,835.0626827,81,9,64,75,7.12,81,0.1,4.7,4.7,0.758
Lebanon,2010,Developing,1.58,805.3956346,81,12,63.5,75,7.19,81,0.1,4.7,4.7,0.752
Lebanon,2009,Developing,1.62,8.140373615,81,22,63,75,7.42,81,0.1,4.7,4.7,0.746
Lebanon,2008,Developing,1.67,69.13924862,81,24,62.5,75,8.7,81,0.1,4.7,4.7,0.74
Lebanon,2007,Developing,1.72,8.906931168,8,373,61.9,75,8.9,8,0.1,4.7,4.6,0.731
Lebanon,2006,Developing,1.82,534.5795695,78,956,61.4,75,8.83,78,0.1,4.7,4.6,0.733
Lebanon,2005,Developing,1.94,630.0540723,77,618,6.8,74,8.42,77,0.1,4.7,4.6,0
Lebanon,2004,Developing,2.1,618.3614858,75,213,6.2,74,8.91,75,0.1,4.7,4.6,0
Lebanon,2003,Developing,2.19,527.9176618,74,526,59.7,74,9.3,74,0.1,4.8,4.7,0
Lebanon,2002,Developing,1.98,70.13207838,77,36,59.1,77,1.5,77,0.1,4.8,4.7,0
Lebanon,2001,Developing,2.19,510.6035166,8,8,58.6,8,1.9,8,0.1,4.9,4.7,0
Lebanon,2000,Developing,2.26,404.3879434,83,5,57.9,83,1.86,83,0.1,4.9,4.8,0
Lesotho,2015,Developing,,0,93,0,32.6,9,,93,9.3,5.5,5.3,0.495
Lesotho,2014,Developing,0.01,162.1278115,93,0,32,9,1.62,93,9.4,5.8,5.6,0.491
Lesotho,2013,Developing,0.01,153.3443147,93,516,31.4,9,11.7,93,9.6,6.1,5.9,0.484
Lesotho,2012,Developing,0.01,168.1348992,95,179,3.8,93,11.14,95,9,6.4,6.2,0.479
Lesotho,2011,Developing,2.39,195.825251,96,172,3.2,95,11.79,96,10.5,6.8,6.6,0.469
Lesotho,2010,Developing,2.71,154.8705998,93,2488,29.7,92,1.87,93,13.4,7.2,7,0.464
Lesotho,2009,Developing,2.75,104.3144732,91,0,29.2,89,9.8,91,18.2,7.6,7.4,0.453
Lesotho,2008,Developing,2.75,91.85432774,88,0,28.8,86,8.85,88,27.3,8,7.8,0.447
Lesotho,2007,Developing,2.69,9.18432717,9,2,28.3,87,8.47,88,30,8.4,8.3,0.44
Lesotho,2006,Developing,2.61,71.15577609,91,1,27.9,88,7.12,89,34.1,8.8,8.7,0.437
Lesotho,2005,Developing,2.67,57.90369752,87,0,27.4,88,6.3,89,34.8,9.3,9.2,0.437
Lesotho,2004,Developing,1.8,67.91361818,6,31,26.9,89,6.96,9,34.6,9.7,9.7,0.439
Lesotho,2003,Developing,1.99,5.300902041,17,1,26.4,9,7.13,9,33.8,1.2,1.1,0.44
Lesotho,2002,Developing,2.95,3.53457351,,0,25.9,84,6.91,84,32.5,1.6,1.6,0.446
Lesotho,2001,Developing,2.86,38.57187011,,217,25.4,78,7.53,78,31.2,11.1,11.1,0.443
Lesotho,2000,Developing,3.1,29.86616464,,660,24.9,82,6.92,83,29.8,11.5,11.6,0.445
Liberia,2015,Developing,,0,52,1060,27.3,52,,52,0.9,6.5,6.4,0.427
Liberia,2014,Developing,0.01,54.37396957,5,34,26.7,49,1.4,5,0.9,6.7,6.5,0.426
Liberia,2013,Developing,0.01,45.04892458,76,0,26.1,75,9.25,76,1.1,6.8,6.7,0.419
Liberia,2012,Developing,0.01,48.09891474,8,43,25.6,8,1.19,8,1.2,7,6.9,0.416
Liberia,2011,Developing,3.72,60.44658161,77,279,25,77,11.23,77,1.5,7.2,7,0.406
Liberia,2010,Developing,3.64,41.91052416,47,2200,24.5,71,11.87,7,1.8,7.4,7.2,0.403
Liberia,2009,Developing,3.75,5.592170255,64,6,24,84,14.39,81,2.1,7.6,7.4,0.4
Liberia,2008,Developing,3.88,40.03344077,64,1,23.4,79,11.83,75,2.4,7.7,7.6,0.394
Liberia,2007,Developing,4.03,3.686899287,,1,22.9,67,1.24,65,2.8,7.9,7.8,0.383
Liberia,2006,Developing,4.05,15.79934152,,20,22.4,66,1.9,6,3,8.1,8.1,0.377
Liberia,2005,Developing,4.19,22.39648813,,8,22,66,8.4,6,3.1,8.3,8.3,0.372
Liberia,2004,Developing,4.24,17.85870796,,4,21.5,47,8.77,31,3.2,8.5,8.5,0.335
Liberia,2003,Developing,4.21,9.758449266,,142,21.1,49,3.44,35,3.2,8.7,8.7,0.373
Liberia,2002,Developing,4.27,10.424369,,131,2.7,51,5.43,39,3.1,8.8,8.9,0.376
Liberia,2001,Developing,4.4,16.72142854,,1379,2.4,54,6.41,42,3.1,9,9,0.386
Liberia,2000,Developing,4.46,12.19709744,,5977,2.2,56,5.91,46,3.1,9.2,9.2,0.338
Libya,2015,Developing,,0,97,82,64.8,97,,97,0.1,5.8,5.5,0.719
Libya,2014,Developing,0.01,0,94,372,63.8,94,4.97,94,0.1,5.7,5.5,0.73
Libya,2013,Developing,0.01,0,96,0,62.8,96,4.33,96,0.1,5.7,5.5,0.735
Libya,2012,Developing,0.01,0,98,320,61.8,98,4.3,98,0.1,5.6,5.4,0.706
Libya,2011,Developing,0.01,36.11567366,98,0,6.9,98,4.77,98,0.1,5.6,5.4,0.756
Libya,2010,Developing,0.01,52.50394196,98,0,59.9,98,3.5,98,0.1,5.6,5.4,0.755
Libya,2009,Developing,0.01,63.55170297,98,329,59,98,3.16,98,0.1,5.6,5.4,0.757
Libya,2008,Developing,0.01,532.6700005,98,8,58.2,98,2.4,98,0.1,5.5,5.4,0.757
Libya,2007,Developing,0.01,54.8789106,98,59,57.4,98,2.63,98,0.1,5.5,5.4,0.756
Libya,2006,Developing,0.01,493.415341,98,1,56.7,98,2.51,98,0.1,5.5,5.4,0.752
Libya,2005,Developing,0.01,472.3047034,97,292,56,98,2.71,98,0.1,5.5,5.4,0.748
Libya,2004,Developing,0.01,31.80653288,99,2771,55.3,97,3.46,97,0.1,5.5,5.4,0.747
Libya,2003,Developing,0.01,295.1166511,96,0,54.6,95,4.6,95,0.1,5.6,5.4,0.74
Libya,2002,Developing,0.01,29.13434871,91,3890,54,93,4.57,93,0.1,5.6,5.4,0.736
Libya,2001,Developing,0.01,362.3817951,93,633,53.4,94,4.6,94,0.1,5.6,5.5,0.732
Libya,2000,Developing,0.01,457.3202236,92,0,52.8,94,3.41,94,0.1,5.7,5.5,0.727
Lithuania,2015,Developed,,0,94,50,62.4,93,,93,0.1,2.6,2.6,0.846
Lithuania,2014,Developed,15.19,2211.744178,94,11,61.9,93,6.55,93,0.1,2.6,2.7,0.841
Lithuania,2013,Developed,15.04,1968.816817,93,35,61.4,93,6.59,93,0.1,2.7,2.7,0.834
Lithuania,2012,Developed,15.14,1807.071336,93,0,6.9,93,6.67,93,0.1,2.7,2.7,0.83
Lithuania,2011,Developed,12.66,1758.822757,95,7,6.5,92,6.86,92,0.1,2.7,2.8,0.826
Lithuania,2010,Developed,12.9,1423.802386,94,2,6,95,7.9,95,0.1,2.8,2.8,0.824
Lithuania,2009,Developed,12.4,1446.529217,95,0,59.7,98,7.53,98,0.1,2.8,2.9,0.825
Lithuania,2008,Developed,13.3,1888.149904,96,1,59.3,96,6.61,96,0.1,2.9,2.9,0.82
Lithuania,2007,Developed,13.4,1581.511914,96,0,59,95,6.22,95,0.1,2.9,3,0.812
Lithuania,2006,Developed,12.7,116.504961,95,1,58.7,94,6.2,94,0.1,3,3,0.807
Lithuania,2005,Developed,12.3,913.699529,95,1,58.4,93,5.83,94,0.1,3,3.1,0.798
Lithuania,2004,Developed,12.1,76.36187737,94,1,58.1,9,5.67,94,0.1,3.1,3.1,0.792
Lithuania,2003,Developed,11.29,80.99710054,95,1,57.8,91,6.46,94,0.1,3.2,3.2,0.78
Lithuania,2002,Developed,11,561.9168642,94,103,57.5,97,6.4,95,0.1,3.3,3.3,0.77
Lithuania,2001,Developed,10.2,42.87208671,95,7,57.2,97,6.26,95,0.1,3.3,3.3,0.757
Lithuania,2000,Developed,9.87,373.2605532,98,19,56.9,92,6.46,94,0.1,3.4,3.4,0.745
Luxembourg,2015,Developed,,0,94,0,61.3,99,,99,0.1,1,0.9,0.896
Luxembourg,2014,Developed,11.12,16255.16198,94,0,6.9,99,6.94,99,0.1,1,0.9,0.892
Luxembourg,2013,Developed,11.02,15515.75234,94,0,6.5,99,7.1,99,0.1,0.9,0.9,0.892
Luxembourg,2012,Developed,11.34,2284.58215,94,2,6.1,99,7.18,99,0.1,0.9,0.9,0.892
Luxembourg,2011,Developed,11.5,17028.52798,95,6,59.6,96,7.34,99,0.1,0.9,0.9,0.894
Luxembourg,2010,Developed,11.36,2267.252192,94,0,59.2,96,7.68,99,0.1,0.9,0.9,0.884
Luxembourg,2009,Developed,11.42,2052.393076,95,0,58.8,96,8.11,99,0.1,0.9,0.9,0.888
Luxembourg,2008,Developed,11.53,18961.3486,94,1,58.4,96,7.34,99,0.1,0.9,0.9,0.887
Luxembourg,2007,Developed,11.75,267.051312,87,0,57.9,96,6.8,99,0.1,0.9,0.9,0.877
Luxembourg,2006,Developed,11.98,15345.4907,95,8,57.5,99,7.75,99,0.1,0.9,0.9,0.88
Luxembourg,2005,Developed,11.84,1346.246697,95,0,57,99,7.95,99,0.1,1,0.9,0.874
Luxembourg,2004,Developed,12.42,12372.05188,94,0,56.4,99,8.2,99,0.1,1,0.9,0.867
Luxembourg,2003,Developed,12.61,10111.38928,95,1,55.8,99,7.67,98,0.1,1,0.9,0.865
Luxembourg,2002,Developed,12.91,910.5062778,95,0,55.2,99,8.27,99,0.1,1,0.9,0.86
Luxembourg,2001,Developed,12.89,7877.33656,86,0,54.6,99,7.4,99,0.1,1,1,0.854
Luxembourg,2000,Developed,13.14,8246.130437,77,0,54,99,7.48,99,0.1,1,1,0.848
Madagascar,2015,Developing,,0,69,3,2.5,71,,69,0.3,7.1,7.1,0.511
Madagascar,2014,Developing,0.01,5.339065673,73,3,2,73,3.4,73,0.3,7.2,7.1,0.509
Madagascar,2013,Developing,0.87,79.50882493,74,6,19.5,73,4.15,74,0.4,7.3,7.2,0.508
Madagascar,2012,Developing,0.87,59.97914461,7,2,19,71,3.46,7,0.4,7.4,7.3,0.506
Madagascar,2011,Developing,0.97,78.79967196,73,0,18.5,73,4.24,73,0.4,7.5,7.4,0.504
Madagascar,2010,Developing,1.03,76.60442169,7,1,18,7,4.86,7,0.5,7.6,7.5,0.503
Madagascar,2009,Developing,0.91,71.16601203,77,0,17.6,76,4.7,77,0.5,7.7,7.6,0.5
Madagascar,2008,Developing,0.68,6.448762615,77,3,17.1,77,4.5,77,0.5,7.8,7.7,0.491
Madagascar,2007,Developing,0.71,55.43034455,84,0,16.7,83,4.98,84,0.6,7.9,7.8,0.483
Madagascar,2006,Developing,0.68,38.41870375,82,2,16.3,83,5.11,85,0.6,8,7.9,0.478
Madagascar,2005,Developing,0.72,33.74786198,81,0,15.8,8,5.3,85,0.6,8.1,8,0.473
Madagascar,2004,Developing,0.81,23.72796328,71,35558,15.4,74,4.89,78,0.6,8.2,8.1,0.466
Madagascar,2003,Developing,0.93,37.12894787,61,62233,15,65,4.81,66,0.7,8.3,8.3,0.457
Madagascar,2002,Developing,0.9,47.5262138,51,10795,14.7,61,5.29,62,0.7,8.5,8.4,0.462
Madagascar,2001,Developing,1.05,42.56331585,,9357,14.3,6,5.17,6,0.7,8.6,8.5,0.456
Madagascar,2000,Developing,1.16,35.66125056,,35256,13.9,58,5.8,57,0.6,8.7,8.6,0
Malawi,2015,Developing,,0,88,0,19.6,88,,88,4.8,6.4,6.2,0.473
Malawi,2014,Developing,0.01,59.48744893,91,3,19.2,87,11.38,91,5.1,6.5,6.3,0.466
Malawi,2013,Developing,0.01,55.83107625,89,1,18.8,89,1.96,89,6.3,6.5,6.4,0.459
Malawi,2012,Developing,0.01,82.76865922,96,11,18.4,95,12.6,96,8.3,6.6,6.5,0.454
Malawi,2011,Developing,1.23,13.77617463,97,26,18,97,11.67,97,11.2,6.7,6.6,0.444
Malawi,2010,Developing,1.08,9.728005297,93,118712,17.6,86,1.5,93,13.7,6.8,6.7,0.43
Malawi,2009,Developing,1.16,7.915071248,93,21,17.3,93,1.18,93,14.9,6.9,6.8,0.415
Malawi,2008,Developing,1.27,74.34482999,91,20,16.9,92,1.7,91,16.9,7,6.9,0.4
Malawi,2007,Developing,1.18,4.269511381,87,143,16.6,88,9.31,87,19.3,7.1,7,0.387
Malawi,2006,Developing,1.18,6.847033785,99,1,16.2,99,8.99,99,21.1,7.3,7.1,0.377
Malawi,2005,Developing,1.04,5.670640102,93,184,15.9,94,8.2,93,22.4,7.4,7.2,0.371
Malawi,2004,Developing,1.11,58.13583343,89,1116,15.5,94,7.82,89,23.4,7.5,7.4,0.366
Malawi,2003,Developing,1.08,4.375316094,84,167,15.2,85,6.35,84,24.2,7.6,7.5,0.362
Malawi,2002,Developing,1.1,3.885394742,64,92,14.8,79,4.82,64,24.7,7.7,7.6,0.388
Malawi,2001,Developing,1.15,12.79760626,,150,14.4,86,5.7,9,25.1,7.9,7.7,0.387
Malawi,2000,Developing,1.18,13.76270195,,304,14.1,73,6.7,75,25.5,8,7.9,0.391
Malaysia,2015,Developing,,0,99,1318,4.6,99,,99,0.1,7.5,7.3,0.787
Malaysia,2014,Developing,0.52,721.3655432,96,221,39.5,97,4.17,97,0.1,7.6,7.4,0.783
Malaysia,2013,Developing,0.53,110.6779711,96,195,38.5,97,4.2,97,0.1,7.8,7.6,0.779
Malaysia,2012,Developing,0.53,101.609245,97,1868,37.4,97,4.1,97,0.1,7.9,7.7,0.776
Malaysia,2011,Developing,0.51,9.23002632,96,1569,36.3,96,3.89,96,0.1,8,7.8,0.774
Malaysia,2010,Developing,0.49,65.56659662,96,73,35.3,96,3.99,96,0.1,8.2,8,0.764
Malaysia,2009,Developing,0.47,431.5452472,96,153,34.4,97,3.97,97,0.1,8.3,8.2,0.756
Malaysia,2008,Developing,0.47,438.4519214,97,334,33.4,97,3.47,97,0.1,8.5,8.3,0.747
Malaysia,2007,Developing,0.43,409.9812523,96,394,32.5,97,3.61,97,0.1,8.7,8.5,0.736
Malaysia,2006,Developing,0.42,365.9113978,95,564,31.6,95,3.65,95,0.1,8.8,8.6,0.732
Malaysia,2005,Developing,0.46,297.5913833,96,1407,3.7,96,3.29,96,0.1,9,8.8,0.734
Malaysia,2004,Developing,0.49,315.6639322,94,5729,29.8,95,3.74,95,0.1,9.2,8.9,0.731
Malaysia,2003,Developing,0.48,264.2496129,95,632,28.8,96,3.95,96,0.1,9.3,9.1,0.724
Malaysia,2002,Developing,0.49,216.7029481,95,408,27.9,94,3.4,94,0.1,9.5,9.3,0.723
Malaysia,2001,Developing,0.53,210.2417002,95,2198,27,95,3.4,96,0.1,9.7,9.4,0.725
Malaysia,2000,Developing,0.54,23.37167228,97,6187,26,98,3.4,98,0.1,9.8,9.6,0.715
Maldives,2015,Developing,,0,99,0,27.4,99,,99,0.1,13.6,13.6,0.701
Maldives,2014,Developing,0.01,2051.748615,99,0,26.2,99,13.73,99,0.1,13.6,13.7,0.693
Maldives,2013,Developing,0.01,1626.591186,99,0,25.1,99,11.16,99,0.1,13.7,13.8,0.683
Maldives,2012,Developing,0.01,1259.940376,99,0,24.1,99,9.16,99,0.1,13.8,13.9,0.675
Maldives,2011,Developing,1.92,1079.893546,96,0,23.1,96,8.11,96,0.1,13.9,14,0.663
Maldives,2010,Developing,1.83,91.13971812,97,0,22.1,97,7.93,96,0.1,14,14.1,0.653
Maldives,2009,Developing,1.59,100.503021,98,6,21.2,98,9.22,98,0.1,14.1,14.2,0.651
Maldives,2008,Developing,1.76,1077.712092,98,0,2.3,98,9.3,98,0.1,14.2,14.3,0.641
Maldives,2007,Developing,1.78,6.491488598,98,20,19.5,98,6.64,98,0.1,14.3,14.4,0.632
Maldives,2006,Developing,1.62,659.8499118,98,47,18.7,98,7.37,98,0.1,14.3,14.5,0.622
Maldives,2005,Developing,1.47,620.9518909,98,1395,18,98,9.52,98,0.1,14.4,14.5,0.625
Maldives,2004,Developing,1.6,611.9093566,97,37,17.3,96,5.89,96,0.1,14.5,14.6,0.617
Maldives,2003,Developing,1.75,491.4978908,98,75,16.7,98,5.9,98,0.1,14.6,14.7,0.601
Maldives,2002,Developing,1.95,4.299053392,98,926,16.2,98,5.78,98,0.1,14.6,14.7,0.597
Maldives,2001,Developing,1.98,41.30688803,98,0,15.6,97,5.84,98,0.1,14.7,14.8,0.587
Maldives,2000,Developing,1.83,300.1621026,96,20,15.2,98,8,98,0.1,14.8,14.8,0.577
Mali,2015,Developing,,0,64,215,23.8,66,,64,1.5,7.7,7.5,0.438
Mali,2014,Developing,0.01,46.56231672,73,290,23.2,74,6.86,73,1.6,7.9,7.7,0.43
Mali,2013,Developing,0.01,36.86104319,69,221,22.5,7,6.58,69,1.6,8.1,7.9,0.421
Mali,2012,Developing,0.01,96.5465827,66,341,21.9,72,6.47,66,1.5,8.3,8.1,0.411
Mali,2011,Developing,0.61,101.8113996,66,24,21.3,72,6.59,66,1.5,8.5,8.3,0.404
Mali,2010,Developing,0.6,9.585584394,72,1719,2.7,77,6.35,73,1.5,8.8,8.5,0.396
Mali,2009,Developing,0.59,84.63438925,71,2939,2.2,77,6.85,73,1.6,9,8.8,0.385
Mali,2008,Developing,0.57,102.1413744,74,98,19.6,74,6.74,74,1.6,9.2,9,0.36
Mali,2007,Developing,0.55,81.8405007,74,2,19,76,6.97,74,1.7,9.4,9.3,0.363
Mali,2006,Developing,0.53,67.70920683,9,128,18.5,79,6.56,78,1.8,9.7,9.5,0.35
Mali,2005,Developing,0.55,60.21211141,83,33,18,78,6.34,77,1.9,9.9,9.7,0.338
Mali,2004,Developing,0.49,57.11644801,73,172,17.5,7,6.28,69,2,1.1,1,0.333
Mali,2003,Developing,0.54,6.660451777,79,232,17,67,6.25,63,2.2,1.3,1.2,0.318
Mali,2002,Developing,0.53,3.67646576,,717,16.5,65,6.32,61,2.3,1.5,1.5,0.308
Mali,2001,Developing,0.51,4.395885717,,4464,16.1,56,6.39,49,2.4,1.8,1.7,0.297
Mali,2000,Developing,0.47,23.94507124,,1578,15.6,53,6.29,43,2.5,11,1.9,0.291
Malta,2015,Developed,,0,95,2,69.6,97,,97,0.1,0.8,0.8,0.853
Malta,2014,Developed,8.49,409.6000248,9,0,69.2,99,9.75,99,0.1,0.8,0.8,0.847
Malta,2013,Developed,8.58,374.2947283,94,0,68.8,99,9.89,99,0.1,0.8,0.7,0.828
Malta,2012,Developed,7.67,343.123395,93,0,68.4,99,9.95,99,0.1,0.8,0.7,0.821
Malta,2011,Developed,6.91,3601.287457,82,3,68,96,9.6,96,0.1,0.8,0.7,0.826
Malta,2010,Developed,7.91,278.0687051,75,0,67.6,76,8.3,76,0.1,0.8,0.7,0.819
Malta,2009,Developed,7.38,335.5180568,86,1,67.1,73,8.33,73,0.1,0.8,0.7,0.815
Malta,2008,Developed,7.14,2655.573684,86,1,66.6,72,8.15,72,0.1,0.7,0.7,0.813
Malta,2007,Developed,7.45,2578.888314,82,2,66.1,76,8.36,74,0.1,0.7,0.7,0.808
Malta,2006,Developed,8.84,2380.699796,86,1,65.6,83,8.93,85,0.1,0.7,0.7,0.809
Malta,2005,Developed,6.41,2247.035692,85,6,65,94,8.83,92,0.1,0.7,0.7,0.805
Malta,2004,Developed,6.53,203.3157499,85,4,64.5,89,8.46,89,0.1,0.7,0.7,0.797
Malta,2003,Developed,6.7,1678.392773,89,4,63.9,94,8.6,94,0.1,0.7,0.7,0.79
Malta,2002,Developed,5.73,1552.740429,,7,63.4,95,7.86,95,0.1,0.7,0.7,0.786
Malta,2001,Developed,5.62,130.0150391,,2,62.8,95,7.11,95,0.1,0.7,0.7,0.783
Malta,2000,Developed,5.59,134.3547253,,2,62.3,94,6.83,94,0.1,0.8,0.7,0.779
MarshallIslands,2013,Developing,0.01,871.8783173,8,0,81.6,79,17.24,79,0.1,0.1,0.1,
Mauritania,2015,Developing,,0,73,1,3.8,67,,73,0.9,7.8,7.5,0.513
Mauritania,2014,Developing,0.01,80.92679802,84,14,3.1,84,3.77,84,0.9,8,7.7,0.509
Mauritania,2013,Developing,0.01,8.88028118,8,62,29.4,8,3.63,8,1.1,8.1,7.9,0.501
Mauritania,2012,Developing,0.01,62.48419552,8,35,28.8,8,3.36,8,1.2,8.3,8.1,0.491
Mauritania,2011,Developing,0.01,79.27658464,75,234,28.1,73,2.87,75,1.2,8.5,8.3,0.487
Mauritania,2010,Developing,0.01,8.353074798,64,1292,27.4,52,3.28,64,1.2,8.7,8.5,0.484
Mauritania,2009,Developing,0.01,11.14504291,64,322,26.8,63,3.79,64,1.2,8.9,8.7,0.476
Mauritania,2008,Developing,0.02,61.76263795,74,4,26.1,73,3.23,74,1.3,9.2,8.9,0.475
Mauritania,2007,Developing,0.02,7.35400072,74,11,25.5,75,3.54,75,1.3,9.4,9.1,0.475
Mauritania,2006,Developing,0.01,55.79836969,68,22,24.8,68,3.21,68,1.3,9.6,9.4,0.466
Mauritania,2005,Developing,0.01,55.12187071,42,127,24.2,71,4.21,71,1.3,9.8,9.6,0.461
Mauritania,2004,Developing,0.01,5.00378288,,5039,23.6,68,4.7,7,1.3,1,9.8,0.451
Mauritania,2003,Developing,0.01,29.65370899,,3611,22.9,75,4.53,76,1.3,1.3,1.1,0.447
Mauritania,2002,Developing,0.02,4.113190741,,883,22.3,91,5.31,89,1.2,1.5,1.3,0.446
Mauritania,2001,Developing,0.01,28.782245,,1398,21.7,75,4.34,75,1.2,1.7,1.5,0.444
Mauritania,2000,Developing,0.03,8.594570232,,0,21.1,58,5.26,51,1.1,1.9,1.7,0.443
Mauritius,2015,Developing,,0,97,0,33.3,98,,97,0.1,6.9,6.8,0.779
