Country,Year,Status,GDP,Population,Schooling,Lifeexpectancy,AdultMortality,infantdeaths,under-fivedeaths
Ecuador,2003,Developing,244.46898,1328961,12.6,74.4,151,8,10
Ecuador,2002,Developing,2183.966796,13726,12.5,73.6,157,8,10
Ecuador,2001,Developing,193.741571,12852755,12.4,73.4,158,9,10
Ecuador,2000,Developing,1451.29776,12628596,12.4,72.8,163,9,11
Egypt,2015,Developing,,,13.1,79,159,51,60
Egypt,2014,Developing,,,13.1,78,161,53,62
Egypt,2013,Developing,,,12.8,79,159,54,63
Egypt,2012,Developing,,,12.4,72,165,54,64
Egypt,2011,Developing,,,12.4,74,168,55,64
Egypt,2010,Developing,,,12.2,70,173,54,64
Egypt,2009,Developing,,,12,69.9,174,54,64
Egypt,2008,Developing,,,11.9,69.8,172,54,65
Egypt,2007,Developing,,,11.7,69.7,171,55,65
Egypt,2006,Developing,,,11.5,69.5,175,55,66
Egypt,2005,Developing,,,11.4,69.4,174,56,68
Egypt,2004,Developing,,,11.2,69,176,57,70
Egypt,2003,Developing,,,11.3,68.6,178,59,72
Egypt,2002,Developing,,,11.2,68.7,177,61,75
Egypt,2001,Developing,,,11.1,68.6,177,63,78
Egypt,2000,Developing,,,11,68.8,171,65,82
ElSalvador,2015,Developing,4127.11775,6312478,13.2,73.5,178,2,2
ElSalvador,2014,Developing,3988.771871,6281189,13.2,73.3,181,2,2
ElSalvador,2013,Developing,3895.664491,625777,13.2,73,184,2,2
ElSalvador,2012,Developing,3827.786267,6221246,13.2,73,181,2,2
ElSalvador,2011,Developing,3736.58713,619256,13,72,197,2,2
ElSalvador,2010,Developing,3474.392445,6164626,12.9,72,191,2,2
ElSalvador,2009,Developing,3366.482133,6137276,12.8,71.4,23,2,2
ElSalvador,2008,Developing,357.347674,61131,13.4,71.7,194,2,3
ElSalvador,2007,Developing,334.83817,683475,12.9,71.2,23,2,3
ElSalvador,2006,Developing,362.951768,656478,12.9,75,211,3,3
ElSalvador,2005,Developing,2835.281237,628961,12.7,71,213,3,3
ElSalvador,2004,Developing,2632.79942,6775,12.4,70,215,3,3
ElSalvador,2003,Developing,2519.737387,5971535,12,69.9,29,3,4
ElSalvador,2002,Developing,248.4125,59433,11.8,73,24,3,4
ElSalvador,2001,Developing,2338.772244,595962,11.6,68.9,219,4,4
ElSalvador,2000,Developing,2238.4116,5867626,11.3,69,218,4,5
EquatorialGuinea,2015,Developing,1347.31257,1175389,9.2,58.2,32,3,4
EquatorialGuinea,2014,Developing,192.59733,1129424,9.2,57.9,32,3,4
EquatorialGuinea,2013,Developing,2246.9938,183746,9.2,57.4,327,3,4
EquatorialGuinea,2012,Developing,21557.6528,138593,9.2,56.7,337,3,4
EquatorialGuinea,2011,Developing,21451.88617,99429,9.2,56.2,344,3,4
EquatorialGuinea,2010,Developing,17136.44568,95114,9.2,56.1,339,3,4
EquatorialGuinea,2009,Developing,1653.2937,99111,9.1,55.7,34,3,4
EquatorialGuinea,2008,Developing,22742.38159,868418,9.1,55.4,338,3,4
EquatorialGuinea,2007,Developing,15761.83913,829327,9,55,339,3,4
EquatorialGuinea,2006,Developing,12732.2759,792217,9,54.8,337,3,4
EquatorialGuinea,2005,Developing,185.63334,757317,8.7,54.4,337,3,4
EquatorialGuinea,2004,Developing,685.34897,724817,8.5,54.1,336,3,4
EquatorialGuinea,2003,Developing,3577.176197,694611,8.4,53.8,334,3,4
EquatorialGuinea,2002,Developing,2711.17114,66647,8.2,53.5,334,3,4
EquatorialGuinea,2001,Developing,2283.87939,639762,8,53.1,334,3,4
EquatorialGuinea,2000,Developing,172.68491,614323,0,52.7,336,3,4
Eritrea,2015,Developing,,,5,64.7,255,5,7
Eritrea,2014,Developing,,,5,64.4,261,5,8
Eritrea,2013,Developing,,,5,64,266,6,8
Eritrea,2012,Developing,,,5,63.6,274,6,8
Eritrea,2011,Developing,582.775532,447469,5,62.9,286,6,8
Eritrea,2010,Developing,482.14994,43984,5.1,62.1,298,6,9
Eritrea,2009,Developing,43.7544499,431334,5.2,61.4,311,6,9
Eritrea,2008,Developing,326.825642,4232636,5.2,67,322,6,9
Eritrea,2007,Developing,317.3294336,4153332,5.3,62,329,6,9
Eritrea,2006,Developing,297.828588,466648,5.3,59.7,336,7,9
Eritrea,2005,Developing,276.75896,39697,5.4,59.4,34,7,9
Eritrea,2004,Developing,287.4222243,3858623,5,59.1,342,7,10
Eritrea,2003,Developing,232.7945459,3738265,4.7,58.8,343,7,10
Eritrea,2002,Developing,21.7687981,3614639,4.4,58.5,343,7,10
Eritrea,2001,Developing,215.139213,3497124,4.3,58.1,345,7,10
Eritrea,2000,Developing,28.1969487,339281,3.9,45.3,593,7,10
Estonia,2015,Developing,1774.9291,131547,16.5,77.6,119,0,0
Estonia,2014,Developing,19941.45532,1314545,16.5,77.3,122,0,0
Estonia,2013,Developing,1929.7746,1317997,16.5,76.9,127,0,0
Estonia,2012,Developing,17421.8922,1322696,16.5,76.3,135,0,0
Estonia,2011,Developing,17454.84342,1327439,16.4,76.1,138,0,0
Estonia,2010,Developing,14638.6482,1331475,16.2,75.6,137,0,0
Estonia,2009,Developing,14726.31828,1334515,16.1,74.9,156,0,0
Estonia,2008,Developing,1894.5485,13379,16.1,74.2,167,0,0
Estonia,2007,Developing,16586.452,13468,16.1,73,189,0,0
Estonia,2006,Developing,12595.4165,134681,16.1,73,188,0,0
Estonia,2005,Developing,1338.31322,1354775,15.9,72.8,189,0,0
Estonia,2004,Developing,885.465115,136255,15.7,72.3,195,0,0
Estonia,2003,Developing,7174.237415,13772,15.6,71.9,199,0,0
Estonia,2002,Developing,538.347781,137935,15.4,71.2,211,0,0
Estonia,2001,Developing,4498.95727,1388115,15,78,225,0,0
Estonia,2000,Developing,47.32827,1396985,14.4,78,218,0,0
Ethiopia,2015,Developing,645.4637627,9987333,8.4,64.8,225,136,194
Ethiopia,2014,Developing,571.1622759,97366774,8.4,64.2,234,140,202
Ethiopia,2013,Developing,52.1535887,94887724,8.4,63.7,237,145,211
Ethiopia,2012,Developing,468.567249,92444183,8.4,63.3,241,150,221
Ethiopia,2011,Developing,354.8463544,946756,8.2,62.6,249,156,231
Ethiopia,2010,Developing,341.39992,877267,8.1,61.8,261,162,243
Ethiopia,2009,Developing,379.7566385,85416253,8.1,68,274,169,256
Ethiopia,2008,Developing,325.3825543,83184892,7.6,59.8,289,177,270
Ethiopia,2007,Developing,243.326822,8149,7.1,58.5,39,186,286
Ethiopia,2006,Developing,193.794956,7885689,6.6,57.2,328,196,304
Ethiopia,2005,Developing,161.6266248,7672783,5.8,56,343,206,323
Ethiopia,2004,Developing,135.7623858,7462445,5.4,55,354,217,342
Ethiopia,2003,Developing,118.8734466,72545144,5.2,54,363,228,360
Ethiopia,2002,Developing,111.3634356,7497192,4.9,53.2,369,237,377
Ethiopia,2001,Developing,12.1789279,68492257,4.3,52.5,372,246,392
Ethiopia,2000,Developing,123.876257,66537331,3.9,51.2,391,253,404
Fiji,2015,Developing,4921.89629,892149,15.3,69.9,188,0,0
Fiji,2014,Developing,546.3728,88586,15.2,69.7,19,0,0
Fiji,2013,Developing,4763.68956,879715,15,69.6,192,0,0
Fiji,2012,Developing,4546.73854,873596,14.9,69.4,195,0,0
Fiji,2011,Developing,4353.121392,86786,14.7,69.2,197,0,0
Fiji,2010,Developing,3651.966784,85995,14.6,69.1,2,0,0
Fiji,2009,Developing,3369.48247,851967,14.5,68.9,23,0,0
Fiji,2008,Developing,4177.657789,84334,14.3,68.7,26,0,0
Fiji,2007,Developing,478.82327,834812,14.2,68.6,29,0,0
Fiji,2006,Developing,3749.939813,827411,14,68.5,211,0,0
Fiji,2005,Developing,3658.63832,821817,13.9,68.3,214,0,0
Fiji,2004,Developing,3332.918533,818354,13.4,68.1,218,0,0
Fiji,2003,Developing,2835.973972,816628,13.3,68,22,0,0
Fiji,2002,Developing,2259.55796,815691,13.3,67.9,22,0,0
Fiji,2001,Developing,238.891729,814218,13.2,67.8,221,0,0
Fiji,2000,Developing,276.1338,811223,13.1,67.7,221,0,0
Finland,2015,Developing,4245.39744,5479531,17,81.1,76,0,0
Finland,2014,Developing,49914.61864,5461512,17,89,78,0,0
Finland,2013,Developing,49638.7713,5438972,17,87,79,0,0
Finland,2012,Developing,47415.55987,5413971,17,84,82,0,0
Finland,2011,Developing,579.72415,5388272,16.9,83,86,0,0
Finland,2010,Developing,4622.41516,5363352,16.8,79.9,89,0,0
Finland,2009,Developing,4717.15571,5338871,17,79.7,91,0,0
Finland,2008,Developing,5341.31487,5313399,17.1,79.6,94,0,0
Finland,2007,Developing,48288.5491,528872,17.2,79.3,96,0,0
Finland,2006,Developing,4112.67651,5266268,17.2,79.2,96,0,0
Finland,2005,Developing,38969.17163,524696,17.1,78.9,11,0,0
Finland,2004,Developing,37636.11173,5228172,18.3,78.7,12,0,0
Finland,2003,Developing,32816.1688,521314,18.1,78.4,98,0,0
Finland,2002,Developing,26834.2625,52598,18,78.1,98,0,0
Finland,2001,Developing,24913.24452,51888,17.7,78,1,0,0
Finland,2000,Developing,24253.2542,517629,17.3,77.5,15,0,0
France,2015,Developing,36526.7711,6662468,16.3,82.4,78,2,3
France,2014,Developing,42955.24287,66331957,16.2,82.2,79,3,3
France,2013,Developing,42554.1225,6599857,16.2,82,81,3,3
France,2012,Developing,4838.2444,6565979,16.1,81.5,83,3,3
France,2011,Developing,4381.288,65342776,16.1,81.7,83,3,3
France,2010,Developing,473.34279,6527512,16,81.3,86,3,3
France,2009,Developing,41631.13141,647744,16,81.1,88,3,3
France,2008,Developing,45413.6571,6437499,16.1,89,88,3,3
France,2007,Developing,416.58397,6416229,16.1,89,89,3,3
France,2006,Developing,36544.5853,63621376,16.1,86,92,3,4
France,2005,Developing,34879.72633,63179356,15.5,81,93,3,4
France,2004,Developing,33874.74255,6274897,15.5,82,94,3,4
France,2003,Developing,29691.18158,62244884,15.4,79.3,99,3,4
France,2002,Developing,24275.2426,6185267,15.5,79.2,11,3,4
France,2001,Developing,22527.31775,61357431,15.6,79,13,3,4
France,2000,Developing,22465.64184,6912498,15.7,78.8,13,3,4
Gabon,2015,Developing,7388.984144,193175,12.6,66,229,2,3
Gabon,2014,Developing,9692.163874,1875713,12.6,65.5,237,2,3
Gabon,2013,Developing,9679.742995,1817271,12.5,64.6,255,2,3
Gabon,2012,Developing,9774.18117,1756817,12.5,63.5,276,2,3
Gabon,2011,Developing,1716.2258,169711,12.5,62.8,289,2,3
Gabon,2010,Developing,8754.113376,16421,12.5,62.3,294,2,3
Gabon,2009,Developing,763.66223,1586754,12.4,61.7,31,2,3
Gabon,2008,Developing,194.2746,1536411,12.4,61.6,298,2,3
Gabon,2007,Developing,8352.81711,1489193,12.4,61.6,291,2,3
Gabon,2006,Developing,727.777345,1444844,12.4,61.4,288,2,3
Gabon,2005,Developing,6741.293948,143126,12.4,65,37,2,3
Gabon,2004,Developing,5685.577736,136425,12.3,59.7,322,2,3
Gabon,2003,Developing,4892.11618,1328146,12.3,59.7,32,2,3
Gabon,2002,Developing,412.55271,129449,12.3,59.7,315,2,3
Gabon,2001,Developing,3976.14887,1262259,12.3,59.8,37,2,3
Gabon,2000,Developing,4116.46693,1231122,12.2,61,296,2,3
Gambia,2015,Developing,,,8.9,61.1,262,3,5
Gambia,2014,Developing,,,8.9,68,266,3,5
Gambia,2013,Developing,,,8.9,66,266,3,5
Gambia,2012,Developing,,,8.8,62,269,3,5
Gambia,2011,Developing,,,8.7,59.8,277,3,5
Gambia,2010,Developing,,,8.8,59.3,284,3,6
Gambia,2009,Developing,,,8.9,59,286,3,6
Gambia,2008,Developing,,,8.6,58.7,287,3,6
Gambia,2007,Developing,,,8.4,58.5,288,3,6
Gambia,2006,Developing,,,8.1,58.2,288,3,6
Gambia,2005,Developing,,,7.8,57.7,294,3,6
Gambia,2004,Developing,,,7.6,57.3,296,3,6
Gambia,2003,Developing,,,7.3,57,297,3,6
Gambia,2002,Developing,,,7,56.6,298,3,6
Gambia,2001,Developing,,,6.8,56.3,3,3,6
Gambia,2000,Developing,,,6.5,55.9,33,3,6
Georgia,2015,Developing,3764.64912,37171,13.9,74.4,129,1,1
Georgia,2014,Developing,4429.6575,3727,13.5,74.5,125,1,1
Georgia,2013,Developing,4274.376857,3776,13.5,74.5,128,1,1
Georgia,2012,Developing,4142.869175,3825,13.4,74.2,13,1,1
Georgia,2011,Developing,3725.63221,3875,13.3,73.9,127,1,1
Georgia,2010,Developing,2964.47734,3926,13.3,73.8,132,1,1
Georgia,2009,Developing,276.588512,3978,12.8,73.2,133,1,1
Georgia,2008,Developing,3174.9491,43,13.1,73.9,128,1,1
Georgia,2007,Developing,2492.12878,482,12.5,74.4,12,1,1
Georgia,2006,Developing,1872.68416,4136,12.6,73.9,126,1,1
Georgia,2005,Developing,153.57521,419,12.2,73.9,128,1,1
Georgia,2004,Developing,127.367228,4245,12,72.3,134,1,1
Georgia,2003,Developing,928.18227,431,11.8,72.7,132,1,2
Georgia,2002,Developing,779.3845935,4357,11.8,71.7,142,2,2
Georgia,2001,Developing,733.974142,43864,11.7,73,121,2,2
Georgia,2000,Developing,691.997711,44183,11.4,71.8,129,2,2
Germany,2015,Developed,41176.88158,81686611,17.1,81,68,2,3
Germany,2014,Developed,4792.65288,89825,17,89,69,2,3
Germany,2013,Developed,4653.91143,864565,16.9,86,71,2,3
Germany,2012,Developed,4465.24891,8425823,16.9,86,71,2,3
Germany,2011,Developed,4681.32796,8274983,16.8,85,74,2,3
Germany,2010,Developed,41785.55691,8177693,16.7,81,76,2,3
Germany,2009,Developed,41732.7725,819237,16.7,80,79,2,3
Germany,2008,Developed,45699.19832,821197,16.6,79.9,8,2,3
Germany,2007,Developed,41814.8191,82266372,16.6,79.8,82,3,3
Germany,2006,Developed,36447.87232,82376451,16.5,79.6,84,3,3
Germany,2005,Developed,34696.6292,82469422,16.4,79.2,85,3,3
Germany,2004,Developed,34165.9343,8251626,16.4,79.1,86,3,3
Germany,2003,Developed,3359.95215,82534176,16.3,78.5,9,3,4
Germany,2002,Developed,2525.16445,82488495,16.3,78.4,91,3,4
Germany,2001,Developed,23687.31689,82349925,16.2,78.3,92,3,4
Germany,2000,Developed,23718.7467,8221158,16.2,78,95,3,4
Ghana,2015,Developing,1361.11395,27582821,11.4,62.4,249,37,52
Ghana,2014,Developing,1432.227943,26962563,11.7,62.1,253,37,54
Ghana,2013,Developing,1814.492297,26346251,11.5,61.9,254,38,55
Ghana,2012,Developing,1629.8222,2573349,11.2,61.6,257,39,56
Ghana,2011,Developing,1574.978653,25121796,10.9,61.2,263,40,58
Ghana,2010,Developing,1312.67557,2451214,10.5,69,267,40,59
Ghana,2009,Developing,186.76538,2393831,10.4,66,271,41,60
Ghana,2008,Developing,1224.41554,2329864,9.8,63,275,41,61
Ghana,2007,Developing,19.686718,227212,9.1,59.9,28,41,61
Ghana,2006,Developing,922.9351677,22113425,8.7,59.4,288,41,62
Ghana,2005,Developing,498.172394,215429,8.1,58.9,296,41,62
Ghana,2004,Developing,423.1936389,2986536,7.7,58.3,34,41,62
Ghana,2003,Developing,373.2815537,2446782,7.9,57.9,38,41,63
Ghana,2002,Developing,39.484473,19924522,7.6,57.6,31,42,63
Ghana,2001,Developing,273.6596668,1942165,8,57.4,39,42,64
Ghana,2000,Developing,263.1124679,18938762,7.7,57.2,38,43,65
Greece,2015,Developing,187.78991,182883,17.2,81,72,0,0
Greece,2014,Developing,21673.7817,1892413,17.2,88,73,0,0
Greece,2013,Developing,21874.8195,1965211,17.1,86,74,0,0
Greece,2012,Developing,22242.68193,114511,16.8,84,76,0,0
Greece,2011,Developing,25916.29353,1114899,16.7,85,76,0,0
Greece,2010,Developing,26917.75898,11121341,16.4,83,76,0,0
Greece,2009,Developing,2971.973,111717,16.2,80,78,0,0
Greece,2008,Developing,31997.2821,1177841,15.9,79.9,77,0,0
Greece,2007,Developing,28827.32636,1148473,16.4,79.4,8,0,0
Greece,2006,Developing,2481.15781,112362,16.3,79.7,77,0,1
Greece,2005,Developing,22551.73574,1987314,15.6,79.3,81,0,1
Greece,2004,Developing,21955.149,1955141,15.3,79.2,81,0,1
Greece,2003,Developing,18477.57841,19287,15.2,79.1,81,0,1
Greece,2002,Developing,1411.31339,19222,14.6,79,81,1,1
Greece,2001,Developing,12538.17883,1862132,14.2,78.7,83,1,1
Greece,2000,Developing,1242.95373,18588,13.9,78.2,84,1,1
Grenada,2015,Developing,9212.192824,,15.8,73.6,142,0,0
Grenada,2014,Developing,8569.776998,,15.8,73.5,143,0,0
Grenada,2013,Developing,7955.615985,,15.8,73.3,144,0,0
Grenada,2012,Developing,7583.1872,,15.8,73.1,146,0,0
Grenada,2011,Developing,741.48438,,15.8,72.9,15,0,0
Grenada,2010,Developing,7365.666659,,15.8,72.6,154,0,0
Grenada,2009,Developing,7395.88125,,15.6,72.4,158,0,0
Grenada,2008,Developing,7946.944346,,15.4,72.1,162,0,0
Grenada,2007,Developing,7322.596862,,15.3,71.9,164,0,0
Grenada,2006,Developing,6764.722867,,15.1,71.7,167,0,0
Grenada,2005,Developing,6754.512393,,14.9,71.5,169,0,0
Grenada,2004,Developing,5836.17763,,14.8,73,187,0,0
Grenada,2003,Developing,5773.73577,,14.6,71.1,173,0,0
Grenada,2002,Developing,5292.232379,,14.4,79,176,0,0
Grenada,2001,Developing,519.958715,,14.3,77,178,0,0
Grenada,2000,Developing,5117.589923,,14.1,74,182,0,0
Guatemala,2015,Developing,3923.573344,16252429,10.7,71.9,186,10,12
Guatemala,2014,Developing,3687.763767,15923559,10.7,71.7,187,10,13
Guatemala,2013,Developing,3452.828934,15596214,10.7,71.4,189,11,13
Guatemala,2012,Developing,3299.65139,1527156,10.6,71.3,189,11,13
Guatemala,2011,Developing,3187.845296,14948919,10.5,71.1,193,11,14
Guatemala,2010,Developing,2825.5247,1463417,10.5,77,196,12,14
Guatemala,2009,Developing,2635.753474,1431628,10.4,76,198,12,15
Guatemala,2008,Developing,2794.22189,146366,10.4,79,19,13,15
Guatemala,2007,Developing,2489.955836,137286,10.1,75,192,13,16
Guatemala,2006,Developing,2256.56724,133978,9.8,69.7,24,14,17
Guatemala,2005,Developing,277.83438,139628,9.6,69.2,28,14,18
Guatemala,2004,Developing,1872.73783,12796925,9.3,69.6,21,15,18
Guatemala,2003,Developing,1753.349471,125478,9,69.4,24,15,19
Guatemala,2002,Developing,171.771491,1228848,8.8,69.3,21,16,20
Guatemala,2001,Developing,1568.376276,11924946,8.5,68.4,211,16,20
Guatemala,2000,Developing,1655.596261,1165743,8.2,67.7,221,17,21
Guinea,2015,Developing,554.48766,1291533,8.8,59,284,26,40
Guinea,2014,Developing,561.997387,118559,8.6,58.1,299,27,41
Guinea,2013,Developing,54.169324,11536615,8.5,58.8,284,27,41
Guinea,2012,Developing,52.3485646,11281469,8.5,58.4,288,28,42
Guinea,2011,Developing,459.2912,113517,8.4,58.1,29,28,43
Guinea,2010,Developing,438.7513346,179417,8.3,57.8,291,29,44
Guinea,2009,Developing,436.6895539,1556524,8.1,57.3,297,29,46
Guinea,2008,Developing,437.4467238,1323142,7.9,56.8,33,30,47
Guinea,2007,Developing,49.456775,196727,7.6,56.4,36,31,48
Guinea,2006,Developing,296.68382,9881428,7.1,55.6,317,31,49
Guinea,2005,Developing,33.424498,9679745,6.6,54.7,327,32,51
Guinea,2004,Developing,386.3288283,949229,5.1,54,334,33,53
Guinea,2003,Developing,37.1931781,939848,5.9,53.3,338,34,55
Guinea,2002,Developing,322.811171,9137345,5.5,52.9,337,35,56
Guinea,2001,Developing,315.83983,8971139,5.1,52.5,336,36,58
Guinea,2000,Developing,34.516918,888546,4.8,52.5,328,37,60
Guinea-Bissau,2015,Developing,596.8717189,177526,9.2,58.9,275,4,6
Guinea-Bissau,2014,Developing,642.6256154,1725744,9.2,58.4,282,4,6
Guinea-Bissau,2013,Developing,61.566347,1681495,9.1,58.1,279,4,6
Guinea-Bissau,2012,Developing,67.7518833,1638139,9.1,57.6,285,4,6
Guinea-Bissau,2011,Developing,692.69989,1596154,9,57.1,289,4,7
Guinea-Bissau,2010,Developing,543.957418,155588,8.9,56.7,287,4,7
Guinea-Bissau,2009,Developing,544.222779,1517448,8.9,56.3,288,4,7
Guinea-Bissau,2008,Developing,583.5445622,148841,8.8,55.6,297,5,7
Guinea-Bissau,2007,Developing,481.694976,1445958,8.8,55,32,5,7
Guinea-Bissau,2006,Developing,418.94454,1412669,8.3,54.4,36,5,8
Guinea-Bissau,2005,Developing,424.9534585,138838,8,53.9,37,5,8
Guinea-Bissau,2004,Developing,393.3138244,135345,7.7,53.5,38,5,8
Guinea-Bissau,2003,Developing,36.5718585,132122,7.4,53,38,5,8
Guinea-Bissau,2002,Developing,321.481324,1293523,7.1,52.8,35,5,8
Guinea-Bissau,2001,Developing,39.486749,1267512,6.7,52.5,32,5,9
Guinea-Bissau,2000,Developing,297.7519443,1243229,6.4,52.1,3,5,9
Guyana,2015,Developing,4136.689919,768514,10.3,66.2,215,0,1
Guyana,2014,Developing,43.82321,763393,10.3,66,217,0,1
Guyana,2013,Developing,3944.178173,75881,10.3,65.9,218,0,1
Guyana,2012,Developing,3785.935665,75391,10.6,65.8,22,0,1
Guyana,2011,Developing,3439.597513,7491,10.3,65.6,229,0,1
Guyana,2010,Developing,326.281212,746556,10.2,65.9,221,0,1
Guyana,2009,Developing,2716.35256,745693,10.5,66.1,218,0,1
Guyana,2008,Developing,2576.124957,746314,10.7,66.3,218,1,1
Guyana,2007,Developing,2327.58324,747869,11.2,65.7,232,1,1
Guyana,2006,Developing,1945.6395,74961,11.7,65.2,24,1,1
Guyana,2005,Developing,198.455216,75946,11.4,65,238,1,1
Guyana,2004,Developing,145.58861,751652,11.2,65.1,237,1,1
Guyana,2003,Developing,986.7958173,751857,11.1,65.3,237,1,1
Guyana,2002,Developing,96.8674827,751884,11,65.3,244,1,1
Guyana,2001,Developing,925.582546,752263,10.9,65.4,247,1,1
Guyana,2000,Developing,946.599372,75331,10.9,65.4,246,1,1
Haiti,2015,Developing,814.5463952,171161,9.1,63.5,24,14,18
Haiti,2014,Developing,83.1148117,1572466,9.1,63.1,245,14,19
Haiti,2013,Developing,81.265673,1431776,9.1,62.7,253,14,19
Haiti,2012,Developing,766.8437623,128921,8.9,62.3,259,15,20
Haiti,2011,Developing,74.9358452,114554,8.7,62.3,259,15,20
Haiti,2010,Developing,662.2795182,9999617,8.6,36.3,682,23,58
Haiti,2009,Developing,668.297646,985287,8.5,62.5,251,16,21
Haiti,2008,Developing,674.7564147,97529,8.4,62.1,259,16,22
Haiti,2007,Developing,615.8198192,9556889,8.4,61.8,266,17,23
Haiti,2006,Developing,55.47626,949457,8.3,61.1,28,17,23
Haiti,2005,Developing,465.311876,926344,8.2,65,29,17,24
Haiti,2004,Developing,387.9429725,9119178,8.1,58.7,32,18,24
Haiti,2003,Developing,329.782946,8976552,8.1,59.7,3,18,25
Haiti,2002,Developing,393.16327,8834733,8,59.3,33,19,26
Haiti,2001,Developing,413.7383164,8692567,7.9,58.9,35,19,27
Haiti,2000,Developing,462.486524,85492,7.8,58.6,35,20,28
Honduras,2015,Developing,2326.15856,896829,11.2,74.6,147,3,4
Honduras,2014,Developing,2242.711912,889216,11.4,74.5,149,3,4
Honduras,2013,Developing,2136.77395,8657785,11.6,74.3,15,4,4
Honduras,2012,Developing,2178.38325,855646,11.6,74.1,151,4,4
Honduras,2011,Developing,212.584798,83516,11.7,73.9,153,4,5
Honduras,2010,Developing,1932.85829,8194778,11.5,73.6,156,4,5
Honduras,2009,Developing,1815.489496,83521,11.3,73.4,157,4,5
Honduras,2008,Developing,1751.595857,7872658,11.1,73.2,159,4,5
Honduras,2007,Developing,1592.572182,777972,10.9,73,16,5,6
Honduras,2006,Developing,1437.628785,754146,10.8,72.8,161,5,6
Honduras,2005,Developing,1311.741714,737343,10.6,72.5,163,5,6
Honduras,2004,Developing,1217.657961,724153,10.4,72.2,165,5,7
Honduras,2003,Developing,1157.3427,733821,10.3,71.9,166,6,7
Honduras,2002,Developing,1132.8721,6863157,10.1,71.6,169,6,7
Honduras,2001,Developing,113.4546,669361,9.9,71.3,171,6,8
Honduras,2000,Developing,188.783165,6524283,9.8,71,174,6,8
Hungary,2015,Developed,12365.6263,984328,15.6,75.8,134,0,0
Hungary,2014,Developed,14117.97668,9866468,15.8,75.6,137,0,0
Hungary,2013,Developed,13613.6147,989382,15.4,75.5,139,0,1
Hungary,2012,Developed,12834.32349,992362,15.4,75,146,0,1
Hungary,2011,Developed,1448.87958,9971727,15.4,74.8,15,0,1
Hungary,2010,Developed,1325.53379,123,15.3,74.5,156,0,1
Hungary,2009,Developed,12967.16543,12265,15.3,74.2,162,0,1
Hungary,2008,Developed,15669.25929,138188,15.3,74.1,165,1,1
Hungary,2007,Developed,13842.6549,15578,15.3,73.5,176,1,1
Hungary,2006,Developed,11398.76584,17137,15.2,73.4,177,1,1
Hungary,2005,Developed,11161.72441,18765,15,72.9,182,1,1
Hungary,2004,Developed,1259.5266,117146,15.3,72.9,18,1,1
Hungary,2003,Developed,8396.25323,1129552,14.9,72.5,184,1,1
Hungary,2002,Developed,665.6443,115868,14.6,72.5,184,1,1
Hungary,2001,Developed,527.85364,1187576,14.2,72.3,185,1,1
Hungary,2000,Developed,4623.46712,121971,13.9,71.7,193,1,1
Iceland,2015,Developed,5734.4436,33815,19,82.7,49,0,0
Iceland,2014,Developed,52473.11356,327386,19,82.5,49,0,0
Iceland,2013,Developed,4781.3888,323764,19,82.4,5,0,0
Iceland,2012,Developed,44333.8518,32716,18.7,82.5,5,0,0
Iceland,2011,Developed,46.217,31914,18.6,82.1,51,0,0
Iceland,2010,Developed,41676.44527,31841,18.4,81.8,53,0,0
Iceland,2009,Developed,4461.89251,318499,18.4,81.6,55,0,0
Iceland,2008,Developed,55575.29196,317414,18.2,81.4,58,0,0
Iceland,2007,Developed,68348.31817,311566,18.2,81.3,59,0,0
Iceland,2006,Developed,5613.54115,33782,18.1,81.1,61,0,0
Iceland,2005,Developed,56249.7555,296734,17.9,81,62,0,0
Iceland,2004,Developed,46917.27216,29274,18.3,88,65,0,0
Iceland,2003,Developed,3944.999,289521,17.6,87,65,0,0
Iceland,2002,Developed,31996.2172,287523,17.2,84,7,0,0
Iceland,2001,Developed,28585.9254,284968,17.1,80,72,0,0
Iceland,2000,Developed,31813.37344,28125,16.8,79.7,74,0,0
India,2015,Developing,1613.18878,1395398,11.6,68.3,181,910,1100
India,2014,Developing,1573.11889,1293859294,11.6,68,184,957,1200
India,2013,Developing,1452.195373,127856227,11.5,67.6,187,1000,1300
India,2012,Developing,1446.98541,126365852,11.3,67.3,19,1100,1400
India,2011,Developing,1461.671957,124723629,10.8,66.8,193,1100,1500
India,2010,Developing,1345.77153,12398691,10.4,66.4,196,1200,1600
India,2009,Developing,19.317765,121427132,10.5,66,2,1300,1700
India,2008,Developing,991.484634,119714696,10.2,65.5,23,1300,1800
India,2007,Developing,118.166373,1179681239,9.9,65.2,26,1400,1900
India,2006,Developing,792.259698,1161977719,9.7,64.8,28,1500,2000
India,2005,Developing,77.819,1144118674,9.4,64.4,211,1500,2000
India,2004,Developing,621.3183767,1126135777,9.2,64,214,1600,2100
India,2003,Developing,541.1352279,11827848,8.6,63.7,216,1700,2200
India,2002,Developing,466.2842,18987112,8.4,63.3,219,1700,2300
India,2001,Developing,447.138966,171477855,8.3,62.9,222,1800,2400
India,2000,Developing,438.864634,1535912,8.3,62.5,224,1800,2500
Indonesia,2015,Developing,3336.16686,258162113,12.9,69.1,176,114,136
Indonesia,2014,Developing,3491.595887,255131116,12.9,68.9,179,119,142
Indonesia,2013,Developing,362.663981,25232263,12.9,68.7,181,124,148
